Np,Nc,Ts_us,Q,S,R,Ei_Arms,Ev_Vrms,Edc_V,THD,Switches_per_cycle,Loss_sw_pu
8,3,96,9,8,8,0.1,0.7480516012620183,0.2916442733925546,2.4396837773029465,8,0.04283617630633139
3,3,104,8,1,7,0.1,0.9230871645907641,3.1402486657475848,4.375203176615715,7,0.01
7,4,170,3,6,9,0.1,2.0260106874868176,0.4437136485093205,4.531656507629293,15,0.0413799142558773
12,4,189,2,3,6,0.1,2.741416797917598,1.131945877134543,4.8555833286131485,24,0.09813474452226477
5,2,186,4,9,8,0.1,1.8174878075009033,0.2001381666816085,4.357862287920243,6,0.015094444158369516
8,3,147,1,6,9,0.169396177195669,5.295317451639248,0.5374318902776436,7.100089768929039,29,0.1191784692840681
14,1,72,7,3,3,0.1,0.8129429577400737,0.9821005380216603,1.879091006704918,15,0.05515436985503308
10,3,160,2,2,6,0.1,2.8339126270312516,1.3097091374285046,5.366028414607135,21,0.06943936426676077
4,3,68,6,4,1,0.1,1.0631907810587848,0.7696379972745648,3.566154775577931,10,0.03396224943489271
13,3,160,3,6,1,0.1,2.041687706192951,0.4103803233374382,3.5645022396997508,22,0.0815325472260011
7,4,144,4,3,3,0.1,1.6425631047122526,0.9475453408219522,4.123136765422575,15,0.07665432004562803
11,2,25,8,6,2,0.1,0.616359688811985,0.6459997381879236,1.5466571495433792,14,0.0563822164007537
5,3,123,7,5,1,0.1,0.8685922645739214,0.6954016382180214,3.4740103516747993,14,0.06710902792852108
10,4,155,4,9,4,0.1,1.5494350355770286,0.3982087242322749,3.3572071498596525,15,0.07036555926285787
9,3,166,3,5,2,0.1,1.8717862789748405,0.615352249435867,4.237433627656952,19,0.06755644033249728
6,4,63,4,7,9,0.1,1.2909007669348829,0.3871048354326033,3.5880891534419823,12,0.04310507274649074
13,3,129,8,3,9,0.1,0.8395759249994997,1.1251114071871584,2.4753749406228924,8,0.035530630864733126
7,3,184,1,2,1,0.11920994772749637,5.468589085058841,1.6111323519589782,7.908236969052788,31,0.1268497960088749
7,2,109,9,8,8,0.1,0.9315860088893503,0.3436610080630751,2.6758720138770937,9,0.03844894175600383
12,2,117,2,5,7,0.1,2.9165132535012672,0.6413698919880113,4.458485390539016,28,0.12207250641910582
6,3,87,1,1,2,0.3019628765702065,5.353394178116801,3.000781353710584,7.489529195707222,26,0.10720713937331476
14,3,55,5,1,9,0.1,1.1357342765610836,3.01808712216572,2.3436606463291287,13,0.07078699701311905
6,1,163,3,4,1,0.12596853641959765,1.9962026763721425,0.5961206754255357,4.540420963056776,17,0.06615823674346255
12,1,60,9,3,9,0.1,0.5627564938322944,1.0071124760529597,1.8083017071876315,9,0.023717302852823377
10,2,115,8,6,7,0.1,1.066060505360071,0.3693465927155981,2.5902760960319187,11,0.05632899192376237
14,2,141,1,4,7,0.1,5.34363042961785,0.8439028258190964,6.657602105050744,48,0.19745807452643885
14,2,105,5,6,7,0.1,1.0741445371717027,0.7059437197038094,2.403025871937707,13,0.04867699873383657
10,1,163,9,7,2,0.1,0.8922108594749063,0.48544261194105937,2.90975272340032,14,0.05988498817384713
8,2,21,7,1,3,0.1,0.9085196503123155,3.027521407804733,1.8589221472898543,11,0.03672899646714986
6,3,21,1,6,8,0.16887605320515994,5.098385597623169,0.6895791386999787,6.676976119685673,26,0.1000872318556146
5,2,101,3,8,6,0.1,1.9158376396409635,0.41610066422422914,4.268034989586728,12,0.034754433222856936
12,1,74,4,9,9,0.1,1.3329906433753895,0.35664976399049053,2.748763784936715,11,0.04904910342893749
13,3,41,4,6,3,0.1,1.2692811450026151,0.4521650355379968,2.556446634041103,18,0.07936982513792559
4,1,42,3,7,2,0.18878940601768257,1.8228554428897283,0.47469268735883385,3.8223610737150175,14,0.06912073951251303
12,4,73,3,6,2,0.11261659565208251,1.775233963638379,0.4576682859169069,2.814959730770457,20,0.07768595761749135
11,2,156,7,5,7,0.1,1.0245138824947,0.42806055253804765,3.01298264077486,10,0.037084054044991675
3,2,195,5,2,5,0.12655260136511376,1.4135921915912764,1.5055825407600045,5.463838134517,6,0.03740070370893768
4,2,194,8,2,3,0.1,1.0687439452858032,1.518103874435787,4.786435090189812,13,0.04660318437797508
7,2,182,3,4,6,0.1,2.206708185024199,0.8466539250229057,4.772133619584463,17,0.06195397030835625
12,4,134,4,9,9,0.1,1.4850129545463595,0.4680596915276136,3.0855036021466247,13,0.0526066240048427
14,4,29,8,7,4,0.1,0.6590156853443673,0.4777815476414157,1.5147920533762105,13,0.04633998079880675
9,4,28,6,8,3,0.1,0.9581846003927347,0.18027430774031838,1.9333572315176764,15,0.06304215956151463
7,4,164,4,6,3,0.1,1.657377952842387,0.5027923437511114,4.349806072199912,16,0.06393035419810944
14,1,96,5,9,4,0.1,1.2564353666030321,0.37050036245451984,2.902030468442447,17,0.07313505479988548
11,4,117,5,7,2,0.1,1.2152959592056611,0.6177762452156261,2.5890096437927435,16,0.07410807738416533
14,4,96,5,7,4,0.1,1.3009666570723641,0.33802836263493335,2.8571138704320047,14,0.05625528529965023
5,4,61,3,1,2,0.1,1.8360807004136075,3.0186145766419634,3.8506985077297395,14,0.05270188510261632
13,2,121,9,3,3,0.1,0.7459207646909534,1.0351116896510966,2.3671860783244436,10,0.05470739856691369
7,2,169,9,4,2,0.1,0.7419798030986621,0.7286825386449111,3.2819529064435735,12,0.032135412701295024
7,4,141,7,3,4,0.1,0.9838240388414959,0.9561231997545316,2.949304116910187,12,0.029740856220890805
9,4,100,5,8,4,0.1,1.307125242784589,0.26528456397446376,3.0566158383345643,11,0.051330232317190784
4,4,141,9,8,4,0.1,0.7912727129221617,0.38084342161919504,3.475577562494493,10,0.027717661612520306
13,4,120,9,6,7,0.1,0.6975665303893754,0.5692574347539355,2.2752056996570387,10,0.05347105464670498
5,4,55,8,7,9,0.1,0.76676591679724,0.4061514160849344,2.79756181457751,12,0.029775904906634315
7,1,35,9,5,3,0.1,0.6395950992002907,0.5073128060791375,2.0119286171400788,10,0.041343731160397544
12,3,168,3,1,2,0.1,2.1579040816334496,2.9122529985942895,4.013252871976828,22,0.07720844768902624
14,1,162,4,2,4,0.1,1.5015794192805094,1.5076913067924054,3.5643526087282242,19,0.06897923913968942
6,1,140,8,5,7,0.1210184302408306,0.8635189845660081,0.5971484041125784,3.6651945559741312,6,0.024971230136334472
10,2,193,6,2,9,0.1,1.2062019301806575,1.2534002756598723,3.7131704021846303,10,0.03842191842499625
10,4,179,8,7,6,0.1,1.1890173765506424,0.3781049281307297,3.2934761643828647,10,0.032381265032779966
7,4,96,3,2,5,0.1,1.8367933207698959,1.6539207009655064,3.53978296359642,12,0.06500188146645526
5,1,30,9,8,4,0.1,0.6392888254895153,0.16055559532715494,2.381643070488069,10,0.047314025171250655
4,4,163,2,8,8,0.1446251587630114,2.7325818156852053,0.4292645294566316,5.738366182880197,13,0.04093426932608115
7,3,51,4,1,3,0.10012836020797082,1.6101803115353759,3.0232791941862946,2.541385105235814,15,0.04031545819491933
11,1,63,4,2,3,0.1,1.486799612819942,1.5296438430415518,2.699093355428014,16,0.07985757081283268
6,2,79,3,1,4,0.1,1.8786976050731792,2.8980649132592133,3.880078764393534,16,0.05810389051796832
13,1,42,9,9,1,0.1,0.8375666240775961,0.3177326420370702,1.8270854132113161,16,0.06901604167790197
6,4,117,4,4,3,0.1,1.2983863636307413,0.7953003442179836,3.734999057237542,10,0.04106673433461721
12,1,194,6,4,5,0.1,1.2289270339849132,0.824009723996245,3.382281018367803,10,0.036251625837687436
11,3,34,4,3,4,0.1,1.5642089617247237,0.9982021158886839,2.2571557879324087,18,0.06114474112712501
14,2,92,7,7,9,0.1,0.7963337293451427,0.40710604434882625,2.409963910934066,13,0.04722875793530668
10,3,133,4,2,3,0.1,1.588841032496138,1.5173458325135183,3.576676800344269,15,0.05607545917010279
8,1,60,5,8,3,0.1,1.1102331570425532,0.3399353116877192,2.6905749133182555,11,0.06175325122972415
3,4,40,7,8,7,0.1,0.8098168642206215,0.43405617033127286,3.732377751503536,10,0.042696782160469605
3,1,101,4,8,6,0.1269819744802402,1.3839934274277166,0.4319518101814599,4.840440960708568,12,0.06151583276766387
6,1,52,6,8,4,0.1,0.9011520531438926,0.40654611842431915,2.7190672352076812,13,0.051715889467350916
12,2,83,5,9,2,0.1,1.1435639884567856,0.2263279431328445,2.4702933840332824,16,0.04473257236757147
4,2,27,5,9,8,0.12041623685163096,1.2049896832583502,0.3777514383260761,3.15111481269563,9,0.03742952740495379
11,4,136,8,3,3,0.1,1.0094987779995515,0.9541760090462612,2.7077079228685896,14,0.05512081577109195
14,4,151,4,1,6,0.1,1.749020073383103,2.98437245979419,3.282842017438227,15,0.058216220793352196
8,2,194,1,7,8,0.24094929858094588,5.3670247064577445,0.5220862065305361,8.302505563023507,30,0.10580851222855513
13,3,188,5,2,3,0.1,1.2626207964606422,1.4809451702338547,3.5420524406366396,17,0.07710423603003085
